Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R0176,S0384,2026-03-21,13.0,Male,Grade 8,Private,Computer Science,2.1,6.2,4.8,95.0,79.0,Online Videos,No,Yes,Medium,Low,90.0,92.0,Needs Improvement,Excellent focus
R0951,S0459,2026-03-24,15.0,Male,Grade 10,International,English,3.8,6.3,3.9,77.0,100.0,Group Study,No,Yes,Medium,Low,70.0,84.0,Good,No Comment
R3371,S0559,2026-03-25,16.0,Female,Grade 11,Public,English,4.9,5.9,2.3,82.0,91.0,Online Videos,No,Yes,Low,Medium,86.0,100.0,Excellent,Good analytical thinking
R2524,S0260,2026-03-20,16.0,Male,Grade 11,Private,Science,2.2,8.9,4.8,70.0,100.0,Self Study,Yes,No,Medium,High,85.0,94.0,Excellent,Often distracted
R2475,S0470,2026-04-25,14.0,Female,Grade 9,International,Math,1.4,7.2,1.2,88.0,73.0,Private Tutor,Yes,Yes,Low,High,76.0,80.0,Good,Improved this term
R1720,S0327,2026-03-20,17.0,Female,Grade 12,International,History,4.1,7.0,3.6,87.0,85.0,Group Study,Yes,Yes,Medium,High,80.0,91.0,Excellent,Good analytical thinking
R0654,S0656,2026-04-27,17.0,Female,Grade 12,Public,History,2.0,6.6,7.3,83.0,98.0,Notebook / Notes,No,Yes,High,Medium,71.0,70.0,Pass,No Comment
R2987,S0403,2026-03-05,15.0,Male,Grade 11,Private,English,3.0,6.5,6.0,90.0,73.0,Online Videos,No,Yes,Low,Low,78.0,74.0,Pass,Good analytical thinking
R0667,S0382,2026-03-13,15.0,Male,Grade 10,International,Computer Science,4.6,7.3,4.2,78.0,86.0,Self Study,No,Yes,Low,Medium,83.0,85.0,Good,Consistent effort
R1010,S0221,2026-03-15,15.0,Male,Grade 11,Public,English,1.1,5.8,1.7,94.0,61.0,Online Videos,No,Yes,Medium,High,100.0,98.0,Excellent,Needs better time management
R2988,S0504,2026-02-13,13.0,Female,Grade 8,International,Math,3.1,6.2,4.2,88.0,88.0,Online Videos,Yes,Yes,Low,High,90.0,100.0,Excellent,No Comment
R0453,S0534,2026-02-28,14.0,Female,Grade 9,International,Computer Science,1.2,6.3,0.7,89.0,81.0,Self Study,Yes,No,Medium,Medium,96.0,85.0,Good,Strong participation
R1163,S0720,2026-03-06,16.0,Female,Grade 10,Public,Science,4.9,6.9,3.2,88.0,65.0,Self Study,No,Yes,Medium,Low,99.0,100.0,Excellent,Often distracted
R2080,S0464,2026-04-30,15.0,Male,Grade 10,Private,Math,6.0,7.9,3.7,90.0,80.0,Self Study,Yes,Yes,High,Medium,100.0,100.0,Excellent,Needs better time management
R0476,S0580,2026-03-07,13.0,Female,Grade 8,Private,History,2.3,8.4,4.4,91.0,73.0,Online Videos,No,Yes,Medium,Medium,94.0,100.0,Excellent,Needs better time management
R0607,S0439,2026-04-04,17.0,Female,Grade 11,International,Computer Science,3.2,6.2,5.5,86.0,59.0,Self Study,No,Yes,Low,High,71.0,75.0,Good,Absent during some activities
R0308,S0307,2026-04-09,17.0,Male,Grade 12,Private,Science,3.0,8.7,4.2,95.0,49.0,Self Study,Yes,Yes,Medium,High,97.0,98.0,Excellent,Homework quality varies
R1753,S0119,2026-03-26,16.0,Male,Grade 9,Private,Science,5.4,8.4,5.7,82.0,50.0,Notebook / Notes,No,Yes,High,Medium,81.0,75.0,Good,Strong participation
R0484,S0521,2026-03-24,16.0,Female,Grade 11,International,Computer Science,2.6,8.5,2.5,76.0,84.0,Group Study,No,Yes,Low,Medium,97.0,93.0,Excellent,Good analytical thinking
R3828,S0058,2026-04-25,16.0,Female,Grade 11,Public,Computer Science,3.3,9.6,2.5,89.0,48.0,Private Tutor,No,Yes,High,Medium,100.0,99.0,Excellent,Strong participation
R1759,S0525,2026-03-05,13.0,Female,Grade 12,International,History,3.1,7.3,5.1,86.0,81.0,Notebook / Notes,Yes,Yes,High,Low,84.0,91.0,Excellent,Consistent effort
R3140,S0191,2026-03-21,15.0,Male,Grade 10,Private,Math,3.7,7.5,3.1,84.0,76.0,Online Videos,No,Yes,Medium,Low,100.0,97.0,Excellent,Consistent effort
R1650,S0047,2026-02-09,17.0,Female,Grade 12,International,Computer Science,4.2,5.6,2.9,86.0,68.0,Self Study,No,Yes,Low,High,91.0,92.0,Excellent,Improved this term
R1821,S0201,2026-02-03,15.0,Female,Grade 10,Public,Math,2.1,6.9,5.3,85.0,100.0,Self Study,No,Yes,Medium,Low,90.0,92.0,Excellent,Improved this term
R1819,S0518,2026-02-16,13.0,Female,Grade 8,Private,History,4.8,8.8,4.6,84.0,77.0,Online Videos,No,No,Low,High,97.0,100.0,Excellent,Consistent effort
R3353,S0505,2026-02-24,16.0,Female,Grade 11,Public,Science,1.1,7.8,5.4,74.0,55.0,Group Study,Yes,Yes,High,Medium,58.0,92.0,Pass,Good analytical thinking
R3432,S0402,2026-03-25,17.0,Male,Grade 12,Public,Computer Science,2.9,9.1,6.3,78.0,62.0,Group Study,No,Yes,Medium,Low,80.0,94.0,Excellent,Improved this term
R2464,S0129,2026-02-10,16.0,Male,Grade 11,Private,Computer Science,1.7,5.1,4.2,85.0,86.0,Group Study,No,Yes,Low,Medium,69.0,75.0,Good,No Comment
R3831,S0050,2026-03-15,16.0,Male,Grade 11,International,Math,3.4,7.7,4.1,80.0,41.0,Online Videos,Yes,Yes,Medium,High,84.0,100.0,Excellent,Excellent focus
R0879,S0073,2026-02-15,15.0,Female,Grade 10,Public,Computer Science,2.8,7.2,5.5,91.0,74.0,Notebook / Notes,Yes,Yes,Medium,Low,65.0,82.0,Good,Homework quality varies
R3874,S0190,2026-04-13,15.0,Male,Grade 10,Private,English,4.2,6.0,4.2,95.0,55.0,Group Study,No,Yes,Medium,Medium,99.0,96.0,Excellent,Improved this term
R0405,S0047,2026-03-12,17.0,Male,Grade 11,International,English,2.1,6.7,8.1,69.0,71.0,Online Videos,Yes,Yes,Medium,High,74.0,93.0,Excellent,No Comment
R2184,S0507,2026-03-29,14.0,Female,Grade 9,Public,English,4.0,6.9,2.3,100.0,81.0,Group Study,No,Yes,Medium,Low,100.0,100.0,Excellent,Good analytical thinking
R2175,S0510,2026-04-22,13.0,Male,Grade 8,Public,Math,1.1,8.5,2.1,100.0,71.0,Private Tutor,Yes,Yes,Low,Medium,100.0,92.0,Excellent,Good analytical thinking
R0844,S0727,2026-05-01,14.0,Female,Grade 10,Public,English,3.4,7.5,4.7,66.0,64.0,Group Study,No,Yes,High,Low,73.0,76.0,Good,No Comment
R2370,S0631,2026-03-18,15.0,Female,Grade 10,Public,Math,5.1,6.8,1.2,90.0,100.0,Self Study,No,Yes,High,High,100.0,92.0,Excellent,No Comment
R1603,S0115,2026-02-02,17.0,Male,Grade 8,International,Science,2.4,9.5,3.4,96.0,62.0,Online Videos,No,Yes,Low,High,100.0,98.0,Excellent,Good analytical thinking
R1662,S0448,2026-04-08,15.0,Male,Grade 9,Public,English,4.0,5.4,5.4,80.0,58.0,Notebook / Notes,Yes,Yes,Medium,Medium,100.0,99.0,Excellent,No Comment
R1253,S0595,2026-03-27,17.0,Male,Grade 12,Private,Computer Science,0.5,6.3,4.0,67.0,94.0,Group Study,No,Yes,Medium,High,90.0,78.0,Good,Strong participation
R1841,S0712,2026-02-10,17.0,Male,Grade 12,Public,Science,2.6,6.6,0.5,92.0,100.0,Self Study,Yes,Yes,High,High,100.0,100.0,Excellent,No Comment
R0764,S0021,2026-04-04,14.0,Female,Grade 9,Public,Computer Science,1.9,6.4,3.7,100.0,100.0,Self Study,No,Yes,Medium,Low,85.0,86.0,Good,No Comment
R3413,S0181,2026-04-13,16.0,Female,Grade 11,International,History,2.6,6.0,3.3,75.0,100.0,Group Study,Yes,Yes,Medium,High,80.0,88.0,Good,Excellent focus
R3872,S0071,2026-02-28,17.0,Male,Grade 12,Private,English,1.1,7.2,3.7,93.0,96.0,Private Tutor,No,Yes,High,Medium,81.0,78.0,Good,Often distracted
R2403,S0507,2026-03-16,17.0,Female,Grade 12,Public,Science,3.6,7.4,7.1,100.0,88.0,Group Study,No,Yes,Low,Low,94.0,100.0,Excellent,Homework quality varies
R2089,S0678,2026-02-22,16.0,Female,Grade 11,Private,Science,3.3,8.1,5.2,89.0,87.0,Online Videos,No,Yes,Medium,Medium,90.0,91.0,Excellent,Needs better time management
R2263,S0072,2026-02-17,17.0,Female,Grade 12,Public,Computer Science,2.9,8.0,4.2,92.0,65.0,Private Tutor,No,Yes,High,Low,77.0,83.0,Good,Often distracted
R3330,S0546,2026-03-18,16.0,Male,Grade 9,Public,English,2.2,6.4,2.7,100.0,59.0,Notebook / Notes,No,Yes,Medium,Medium,87.0,92.0,Excellent,Strong participation
R2993,S0285,2026-04-12,13.0,Female,Grade 8,Public,History,4.1,8.1,1.1,100.0,84.0,Self Study,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Needs better time management
R3359,S0225,2026-12-04,15.0,Male,Grade 10,Private,English,2.8,7.2,4.2,91.0,63.0,Private Tutor,No,Yes,High,High,79.0,82.0,Good,Homework quality varies
R2335,S0388,2026-04-01,15.0,Male,Grade 12,Public,Math,4.5,9.2,2.3,83.0,77.0,Self Study,No,Yes,Medium,Low,90.0,92.0,Excellent,Strong participation
R1250,S0230,2026-03-10,13.0,Female,Grade 8,Private,Math,4.7,9.0,5.6,88.0,81.0,Self Study,No,Yes,Low,Medium,100.0,90.0,Excellent,Needs revision plan
R0222,S0537,2026-03-28,14.0,Male,Grade 9,International,History,2.8,7.7,2.8,82.0,76.0,Notebook / Notes,No,Yes,Medium,Low,85.0,92.0,Excellent,Strong participation
R0516,S0361,2026-04-05,16.0,Male,Grade 11,International,Math,2.5,6.0,3.5,92.0,100.0,Group Study,No,Yes,Medium,Low,90.0,91.0,Excellent,Often distracted
R1746,S0005,2026-03-29,14.0,Female,Grade 9,Private,Science,2.7,7.9,2.1,84.0,85.0,Self Study,Yes,Yes,Low,Medium,88.0,94.0,Excellent,Often distracted
R0436,S0443,2026-03-23,15.0,Female,Grade 10,Public,English,3.4,7.1,7.1,99.0,87.0,Notebook / Notes,No,Yes,Medium,High,95.0,82.0,Good,Good analytical thinking
R2787,S0361,2026-04-30,14.0,Female,Grade 9,International,English,2.8,6.5,4.2,90.0,76.0,Online Videos,Yes,Yes,Medium,High,88.0,87.0,Good,Absent during some activities
R0107,S0615,2026-02-27,14.0,Male,Grade 8,Public,History,4.8,7.2,4.8,68.0,85.0,Self Study,Yes,Yes,High,High,91.0,93.0,Excellent,Excellent focus
R1732,S0749,2026-03-15,13.0,Female,Grade 8,Private,Computer Science,4.8,7.2,5.3,70.0,76.0,Self Study,Yes,Yes,Medium,High,86.0,100.0,Excellent,Improved this term
R2105,S0464,2026-02-27,13.0,Male,Grade 8,Public,History,5.1,7.2,3.1,96.0,76.0,Private Tutor,No,Yes,Medium,Medium,91.0,95.0,Excellent,No Comment
R2883,S0043,2026-03-11,13.0,Male,Grade 8,Private,Science,5.1,6.7,3.0,90.0,81.0,Self Study,Yes,Yes,Medium,Low,100.0,100.0,Excellent,Excellent focus
R0610,S0654,2026-02-14,15.0,Female,Grade 10,Public,Science,4.1,8.1,3.7,87.0,75.0,Self Study,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Needs better time management
R1502,S0706,2026-02-18,13.0,Male,Grade 8,Public,Computer Science,1.0,7.0,3.9,82.0,100.0,Private Tutor,No,Yes,Medium,Medium,74.0,79.0,Good,Excellent focus
R2311,S0622,2026-03-17,15.0,Female,Grade 10,Private,Computer Science,3.2,7.3,6.1,96.0,65.0,Self Study,Yes,No,Medium,Low,88.0,92.0,Good,Absent during some activities
R3870,S0118,2026-04-15,15.0,Male,Grade 10,Public,Science,2.4,7.9,3.9,91.0,59.0,Online Videos,No,No,Medium,Medium,75.0,83.0,Good,Consistent effort
R3224,S0719,2026-03-02,15.0,Female,Grade 10,Private,Computer Science,3.2,5.6,4.2,82.0,68.0,Notebook / Notes,No,No,High,Low,77.0,77.0,Good,No Comment
R0298,S0100,2026-03-16,14.0,Male,Grade 9,Public,History,1.8,7.8,6.3,83.0,100.0,Group Study,Yes,Yes,Low,Medium,84.0,87.0,Good,Consistent effort
R2018,S0189,2026-02-13,16.0,Female,Grade 11,International,History,2.9,7.2,6.7,87.0,72.0,Online Videos,No,Yes,High,High,96.0,92.0,Excellent,Needs revision plan
R0649,S0741,2026-04-19,17.0,Female,Grade 12,Public,History,3.5,8.3,1.2,100.0,84.0,Group Study,Yes,Yes,Medium,Low,82.0,100.0,Excellent,Excellent focus
R1818,S0267,2026-03-31,17.0,Male,Grade 12,Public,Math,0.2,7.7,2.8,92.0,48.0,Private Tutor,No,Yes,Low,High,72.0,76.0,Good,Needs revision plan
R1987,S0567,2026-03-25,16.0,Male,Grade 11,Public,History,3.7,8.4,5.1,86.0,85.0,Self Study,No,Yes,Low,High,94.0,92.0,Excellent,Needs revision plan
R0741,S0339,2026-04-07,16.0,Male,Grade 11,Public,History,2.4,8.0,3.7,85.0,72.0,Notebook / Notes,No,Yes,Low,Medium,98.0,96.0,Excellent,Homework quality varies
R3556,S0717,2026-04-20,15.0,Male,Grade 10,Public,Math,2.7,7.4,6.0,100.0,61.0,Self Study,Yes,Yes,Medium,High,70.0,92.0,Excellent,Good analytical thinking
R0618,S0056,2026-04-25,13.0,Male,Grade 8,Public,Math,4.0,6.7,0.5,87.0,46.0,Self Study,No,Yes,Medium,High,77.0,85.0,Good,Needs better time management
R1965,S0503,2026-04-14,15.0,Male,Grade 10,Public,Computer Science,4.9,8.3,7.5,87.0,100.0,Group Study,Yes,Yes,High,Low,88.0,95.0,Excellent,Strong participation
R1022,S0586,2026-04-29,15.0,Female,Grade 9,Public,Science,2.2,8.0,5.0,97.0,74.0,Notebook / Notes,No,Yes,Medium,High,99.0,100.0,Excellent,Consistent effort
R0766,S0297,2026-04-18,17.0,Female,Grade 11,Public,History,3.4,7.2,3.3,88.0,66.0,Private Tutor,No,Yes,High,Medium,78.0,91.0,Excellent,No Comment
R0313,S0313,2026-02-25,14.0,Female,Grade 9,Private,English,4.6,7.7,3.9,92.0,73.0,Notebook / Notes,No,Yes,Low,Medium,100.0,100.0,Excellent,Good analytical thinking
R3838,S0446,2026-04-08,15.0,Male,Grade 10,International,History,1.2,7.0,6.7,99.0,77.0,Online Videos,No,Yes,High,Medium,78.0,70.0,Pass,Homework quality varies
R2305,S0500,2026-04-10,17.0,Female,Grade 12,International,Science,2.9,6.2,1.9,95.0,91.0,Self Study,Yes,Yes,Medium,Medium,90.0,100.0,Excellent,Good analytical thinking
R3538,S0102,2026-04-20,14.0,Female,Grade 9,Public,Science,2.8,6.7,1.5,83.0,63.0,Self Study,No,Yes,Medium,Low,89.0,88.0,Good,No Comment
R3753,S0279,2026-02-28,13.0,Male,Grade 12,Private,English,2.9,8.1,1.7,80.0,68.0,Self Study,No,Yes,Medium,Medium,91.0,100.0,Excellent,Strong participation
R1880,S0292,2026-03-05,14.0,Male,Grade 9,Public,Computer Science,4.1,7.4,4.5,81.0,34.0,Notebook / Notes,No,Yes,Low,High,62.0,79.0,Good,No Comment
R1078,S0432,2026-02-10,13.0,Male,Grade 8,Public,History,2.6,5.1,2.3,84.0,81.0,Self Study,No,No,Low,Low,89.0,95.0,Excellent,Absent during some activities
R1733,S0526,2026-03-16,16.0,Female,Grade 11,Public,History,0.0,6.1,1.9,100.0,100.0,Notebook / Notes,Yes,Yes,Low,Low,84.0,87.0,Good,No Comment
R1164,S0676,2026-04-29,14.0,Female,Grade 9,Private,Math,2.5,7.4,6.7,83.0,45.0,Self Study,Yes,No,Medium,Medium,90.0,100.0,Excellent,Improved this term
R1430,S0487,2026-02-14,16.0,Male,Grade 11,Private,English,3.2,9.2,3.9,86.0,76.0,Self Study,No,No,High,Low,83.0,100.0,Excellent,Homework quality varies
R1172,S0733,2026-02-02,13.0,Male,Grade 8,Public,Math,2.4,6.4,3.9,76.0,63.0,Online Videos,No,Yes,High,Medium,69.0,78.0,Good,Absent during some activities
R2722,S0666,2026-02-14,14.0,Male,Grade 9,International,Computer Science,4.8,6.4,7.7,100.0,54.0,Online Videos,Yes,Yes,Low,Medium,80.0,76.0,Good,Often distracted
R3208,S0183,2026-03-01,13.0,Male,Grade 8,Public,English,1.3,6.1,1.6,83.0,52.0,Self Study,No,Yes,Medium,Low,63.0,68.0,Pass,No Comment
R2981,S0573,2026-04-14,14.0,Male,Grade 9,International,Computer Science,3.5,6.5,5.6,90.0,56.0,Private Tutor,No,Yes,Low,Low,67.0,79.0,Good,Needs revision plan
R3304,S0510,2026-04-15,15.0,Male,Grade 10,Private,History,3.9,6.2,5.8,91.0,79.0,Self Study,No,Yes,High,Medium,77.0,69.0,Pass,Absent during some activities
R2727,S0286,2026-02-12,13.0,Female,Grade 8,Private,Science,5.9,7.0,8.4,87.0,56.0,Private Tutor,No,Yes,High,Medium,87.0,78.0,Good,Good analytical thinking
R0548,S0405,2026-02-16,17.0,Male,Grade 12,Private,History,2.4,6.7,4.6,87.0,64.0,Group Study,No,No,Low,Medium,82.0,92.0,Excellent,Consistent effort
R3903,S0092,2026-03-24,13.0,Female,Grade 10,Private,Computer Science,3.1,6.9,2.4,91.0,64.0,Group Study,No,Yes,High,Medium,82.0,90.0,Excellent,Excellent focus
R3478,S0443,2026-03-15,15.0,Male,Grade 10,Private,Science,5.3,8.1,3.1,78.0,61.0,Self Study,No,Yes,Low,High,81.0,98.0,Excellent,Often distracted
R3249,S0405,2026-02-12,17.0,Male,Grade 12,Public,Science,2.6,7.2,2.2,91.0,79.0,Online Videos,No,Yes,Medium,Low,100.0,97.0,Excellent,Homework quality varies
R0848,S0692,2026-02-21,15.0,Female,Grade 10,Public,English,2.6,8.0,5.1,77.0,81.0,Self Study,No,No,Medium,Low,90.0,97.0,Excellent,Excellent focus
R2821,S0134,2026-02-04,14.0,Male,Grade 9,Private,Computer Science,1.5,7.8,6.3,85.0,67.0,Self Study,No,Yes,Low,Medium,74.0,76.0,Good,Good analytical thinking
R0694,S0703,2026-03-14,14.0,Male,Grade 8,International,English,3.2,5.7,3.3,78.0,100.0,Private Tutor,Yes,No,Low,Low,83.0,97.0,Excellent,Improved this term
R1111,S0157,2026-03-05,14.0,Male,Grade 9,Public,English,4.2,8.8,5.6,87.0,54.0,Self Study,Yes,Yes,Low,Medium,95.0,90.0,Excellent,Needs better time management
R2466,S0362,2026-03-15,14.0,Female,Grade 9,Private,Math,4.8,7.4,7.0,82.0,75.0,Self Study,No,Yes,Medium,Medium,89.0,93.0,Excellent,Homework quality varies
R3508,S0512,2026-02-01,16.0,Male,Grade 11,Public,Science,3.4,6.6,7.0,84.0,68.0,Group Study,No,Yes,High,High,89.0,89.0,Good,Consistent effort
R3815,S0108,2026-04-06,15.0,Female,Grade 10,Private,Math,2.6,7.3,4.5,90.0,66.0,Private Tutor,Yes,Yes,Low,Medium,85.0,88.0,Good,Good analytical thinking
R0016,S0514,2026-04-09,13.0,Female,Grade 8,Private,English,4.8,6.7,5.9,75.0,63.0,Online Videos,Yes,Yes,Medium,Low,100.0,100.0,Excellent,Needs better time management
R1844,S0590,2026-02-18,14.0,Female,Grade 9,Public,History,3.6,5.7,3.1,90.0,77.0,Self Study,No,Yes,Medium,Low,100.0,95.0,Excellent,Strong participation
R0900,S0664,2026-02-04,16.0,Female,Grade 11,International,Math,4.2,7.8,4.5,84.0,49.0,Online Videos,Yes,No,High,Medium,84.0,85.0,Good,Strong participation
R2152,S0097,2026-05-01,17.0,Male,Grade 12,Public,Math,3.2,7.2,4.3,87.0,98.0,Online Videos,Yes,No,Low,Medium,68.0,79.0,Good,Excellent focus
R3073,S0330,2026-02-08,15.0,Female,Grade 10,International,Science,3.2,5.4,2.7,80.0,76.0,Group Study,No,Yes,Low,Medium,76.0,80.0,Good,No Comment
R2829,S0402,2026-04-04,14.0,Female,Grade 9,Private,Computer Science,2.8,6.4,2.4,69.0,54.0,Online Videos,Yes,Yes,Medium,Low,76.0,78.0,Good,No Comment
R1887,S0410,2026-03-25,15.0,Female,Grade 12,Public,English,1.7,6.2,4.9,83.0,76.0,Self Study,No,No,High,Low,65.0,76.0,Good,Often distracted
R1153,S0729,2026-04-25,17.0,Female,Grade 11,International,History,3.2,7.7,3.4,100.0,91.0,Notebook / Notes,No,No,High,Low,98.0,95.0,Excellent,Improved this term
R2021,S0342,2026-04-21,17.0,Female,Grade 9,Public,Science,3.2,7.3,3.2,88.0,45.0,Notebook / Notes,No,Yes,Medium,Medium,91.0,92.0,Excellent,No Comment
R0840,S0297,2026-04-05,16.0,Male,Grade 11,Public,English,3.9,6.1,3.4,84.0,81.0,Self Study,No,No,Medium,High,99.0,92.0,Excellent,Strong participation
R0554,S0706,2026-03-05,15.0,Female,Grade 11,International,English,1.7,6.9,3.8,94.0,87.0,Notebook / Notes,Yes,Yes,Low,High,100.0,100.0,Excellent,Needs better time management
R1158,S0721,2026-02-05,17.0,Female,Grade 12,Public,History,4.1,6.8,5.4,100.0,68.0,Online Videos,No,Yes,Low,Medium,98.0,90.0,Excellent,No Comment
R2036,S0551,2026-02-09,17.0,Female,Grade 12,International,Science,1.3,5.9,4.2,81.0,47.0,Self Study,Yes,Yes,Medium,Medium,87.0,79.0,Good,Absent during some activities
R1411,S0507,2026-04-14,17.0,Male,Grade 12,Private,Science,3.8,8.1,4.2,98.0,47.0,Self Study,No,Yes,Medium,Low,83.0,95.0,Excellent,Strong participation
R2915,S0680,2026-04-08,13.0,Female,Grade 12,International,Computer Science,3.4,8.6,0.5,92.0,58.0,Self Study,No,Yes,Medium,Medium,100.0,100.0,Excellent,No Comment
R2716,S0322,2026-03-30,14.0,Male,Grade 9,Public,Science,3.1,5.6,4.9,83.0,100.0,Self Study,No,Yes,Low,High,94.0,100.0,Excellent,Often distracted
R2113,S0284,2026-04-11,15.0,Female,Grade 10,Public,Science,3.9,7.2,5.8,92.0,59.0,Online Videos,Yes,Yes,Medium,Low,86.0,92.0,Good,No Comment
R1122,S0061,2026-03-05,15.0,Female,Grade 10,International,History,1.0,6.8,4.5,87.0,74.0,Private Tutor,No,Yes,Medium,Medium,95.0,93.0,Excellent,Excellent focus
R2470,S0055,2026-04-13,16.0,Female,Grade 11,Private,Computer Science,3.4,6.4,3.5,88.0,67.0,Self Study,No,Yes,Medium,Medium,87.0,90.0,Excellent,Consistent effort
R1872,S0599,2026-02-28,15.0,Female,Grade 10,Public,History,3.2,6.5,3.2,82.0,60.0,Self Study,No,No,High,High,85.0,76.0,Good,Consistent effort
R2705,S0016,2026-03-17,17.0,Female,Grade 12,Public,History,4.0,5.6,4.5,87.0,100.0,Private Tutor,No,Yes,Medium,Medium,87.0,90.0,Excellent,Absent during some activities
R2923,S0195,2026-03-01,13.0,Male,Grade 11,Public,English,3.9,8.1,2.3,100.0,67.0,Self Study,No,Yes,High,High,100.0,100.0,Excellent,Absent during some activities
R1346,S0400,2026-02-26,13.0,Male,Grade 8,Private,Science,5.1,5.6,4.2,91.0,64.0,Self Study,No,Yes,Medium,High,83.0,83.0,Good,No Comment
R1399,S0036,2026-03-23,15.0,Female,Grade 10,Public,English,2.7,7.5,4.1,97.0,76.0,Group Study,No,Yes,Medium,Medium,88.0,97.0,Excellent,No Comment
R3343,S0523,2026-03-10,13.0,Female,Grade 8,Public,English,3.7,8.0,2.6,100.0,52.0,Online Videos,No,Yes,Medium,High,82.0,85.0,Good,Strong participation
R2411,S0623,2026-03-07,14.0,Male,Grade 9,Private,Math,3.6,5.8,3.9,87.0,88.0,Private Tutor,No,Yes,Low,Low,79.0,82.0,Good,No Comment
R2576,S0449,2026-04-12,17.0,Female,Grade 12,Private,English,1.6,7.6,5.6,77.0,84.0,Online Videos,Yes,Yes,Medium,High,97.0,84.0,Good,Often distracted
R3854,S0307,2026-04-01,13.0,Male,Grade 8,Public,Math,2.9,6.2,2.3,86.0,79.0,Online Videos,Yes,No,Medium,Low,94.0,93.0,Excellent,Improved this term
R2620,S0030,2026-02-09,13.0,Female,Grade 8,Private,Computer Science,3.5,7.5,2.0,100.0,64.0,Private Tutor,No,No,Medium,High,100.0,100.0,Excellent,Absent during some activities
R0290,S0647,2026-02-27,17.0,Female,Grade 9,Private,Computer Science,2.4,8.1,6.0,86.0,76.0,Online Videos,No,Yes,High,Medium,72.0,72.0,Pass,Improved this term
R2035,S0115,2026-05-01,17.0,Female,Grade 12,Public,English,2.6,7.3,4.2,89.0,61.0,Self Study,No,Yes,Medium,Medium,86.0,87.0,Good,Absent during some activities
R0521,S0595,2026-03-02,14.0,Male,Grade 9,Public,Computer Science,3.7,8.0,5.6,81.0,95.0,Notebook / Notes,No,Yes,Low,High,62.0,76.0,Good,Needs revision plan
R2738,S0709,2026-02-25,15.0,Male,Grade 10,International,English,4.6,8.4,2.1,100.0,75.0,Online Videos,No,Yes,Medium,Low,100.0,99.0,Excellent,Absent during some activities
R0192,S0425,2026-04-21,15.0,Male,Grade 10,Public,Computer Science,6.3,7.5,3.3,97.0,77.0,Notebook / Notes,Yes,Yes,Low,Medium,100.0,100.0,Excellent,Improved this term
R2107,S0143,2026-03-24,14.0,Male,Grade 9,Public,Computer Science,0.9,7.5,4.2,88.0,100.0,Online Videos,No,Yes,High,Medium,75.0,74.0,Pass,Needs better time management
R3108,S0294,2026-04-02,14.0,Female,Grade 9,Public,Math,0.3,7.5,3.5,100.0,69.0,Private Tutor,No,Yes,Medium,High,61.0,66.0,Pass,Needs better time management
R0770,S0237,2026-02-09,17.0,Male,Grade 12,Private,Math,2.0,7.6,5.3,82.0,72.0,Online Videos,No,Yes,Medium,Medium,59.0,66.0,Pass,Needs revision plan
R1132,S0100,2026-02-19,14.0,Male,Grade 9,Private,English,2.7,6.6,4.0,88.0,60.0,Online Videos,No,Yes,High,High,91.0,95.0,Excellent,Consistent effort
R2208,S0625,2026-10-04,16.0,Female,Grade 11,Private,English,1.5,9.3,4.0,93.0,59.0,Online Videos,Yes,Yes,Medium,High,62.0,67.0,Pass,Excellent focus
R0752,S0249,2026-02-11,14.0,Male,Grade 9,Public,Computer Science,2.9,5.4,2.1,69.0,61.0,Self Study,No,Yes,Medium,Medium,68.0,71.0,Pass,Strong participation
R3539,S0014,2026-02-11,17.0,Female,Grade 12,Public,Computer Science,4.0,6.4,5.8,98.0,67.0,Self Study,No,Yes,Medium,Low,100.0,100.0,Excellent,Excellent focus
R2424,S0443,2026-03-11,14.0,Female,Grade 9,Public,Science,0.2,8.5,3.1,87.0,62.0,Notebook / Notes,No,Yes,High,High,68.0,77.0,Good,Needs better time management
